0 4885 4573
1 3286 5576
2 4505 8296
3 4057 5822
4 5155 8418
5 4204 5105
6 5194 10527
7 6165 5261
8 4742 3647
9 6799 5395
10 4752 5524
11 5895 7635
12 6286 3174
13 4211 6866
14 4051 7381
15 4184 5801
16 4416 9217
17 3351 5577
18 3676 4671
19 4029 6076
20 5583 3618
21 5774 9357
22 3565 6573
23 5040 7241
24 5843 5257
25 6675 4727
26 3736 6948
27 6042 9431
28 6258 3554
29 3655 7099
30 5384 7693
31 3680 6638
32 4809 8883
33 3891 6257
34 5738 4157
35 5402 9471
36 5638 7152
37 6370 3522
38 3652 7853
39 4452 5228
40 6337 7998
41 7366 2971
42 6934 2909
43 4878 4903
44 6034 2975
45 3629 5809
46 4424 6088
47 6201 5376
48 7509 5212
49 5098 4624
50 5159 4786
51 7992 4117
52 4732 4194
53 5355 3562
54 5225 3984
55 6989 3343
56 5000 7246
57 3874 7135
58 5500 8256
59 5061 4594
60 7160 4394
61 5503 9475
62 5110 4749
63 4015 6883
64 7915 4340
65 5237 3336
66 5635 10292
67 3251 6670
68 5995 5284
69 5201 3442
70 3974 6116
71 6277 3352
72 4136 6764
73 5550 3146
74 7794 4635
75 4004 6964
76 5478 8095
77 4351 6214
78 4513 5563
79 7850 3514
80 4753 8477
81 6154 7772
82 3852 5429
83 5574 4461
84 5293 2848
85 6484 3684
86 4193 7437
87 6421 8892
88 4572 10873
89 3923 5351
90 4800 3526
91 5785 6558
92 5203 5301
93 5811 3446
94 4947 4100
95 3504 5911
96 4716 10599
97 5272 9786
98 3963 7004
99 4651 7762
100 5138 10134
101 3189 5536
102 4061 6170
103 5767 7135
104 7489 4381
105 3636 4930
106 6433 3402
107 4511 7619
108 3885 5179
109 5391 8414
110 4425 8446
111 5906 10142
112 4112 5998
113 3488 5708
114 4214 6250
115 4451 4946
116 3814 4617
117 5055 6236
118 5494 6603
119 4815 5066
120 3988 7020
121 6843 3294
122 3573 5542
123 5180 7590
124 5616 5929
125 4054 6409
126 4478 5713
127 3574 5779
128 5384 7693
129 6626 5619
130 3568 7036
131 5472 9593
132 6561 3749
133 5676 9009
134 3228 7468
135 3993 4977
136 3841 4671
137 2938 7412
138 4897 3339
139 6044 7601
140 5601 2883
141 4398 7052
142 6725 4022
143 4004 6964
144 4973 10611
145 5531 3823
146 5233 7900
147 3129 5410
148 4874 4600
149 3292 5300
150 3800 6879
151 3411 6336
152 4619 5587
153 6628 3629
154 5557 8995
155 3965 5161
156 3573 4535
157 3698 4972
158 4786 5184
159 3013 5556
160 3451 5798
161 4859 6591
162 4521 5892
163 4249 5766
164 6292 2985
165 4398 6142
166 6348 5316
167 5175 10149
168 4337 6037
169 5430 10739
170 4686 5848
171 5732 8305
172 5686 5550
173 6954 5728
174 3630 7136
175 3410 5187
176 4833 2864
177 3811 4491
178 3463 5528
179 3951 6082
180 4271 5176
181 5739 6768
182 3314 5898
183 7138 4161
184 4409 2741
185 4504 3300
186 4294 5815
187 3405 7046
188 5564 10606
189 5042 4768
190 5201 6311
191 4950 7017
192 4335 6104
193 8251 3618
194 3065 6534
195 6156 9048
196 5668 8815
197 3619 7020
198 3377 6964
199 3681 6546
200 4165 3544
201 3228 6241
202 7958 4352
203 4108 2762
204 5204 4125
205 4983 4631
206 5169 3738
207 4314 6359
208 5602 10536
209 4181 5821
210 4134 5762
211 5260 3888
212 5631 4942
213 4927 4684
214 4069 8523
215 7384 3262
216 3754 6046
217 4111 5810
218 5673 9242
219 3987 5409
220 4093 6221
221 5446 8912
222 5827 5016
223 6034 4740
224 7391 4756
225 6335 3933
226 7081 5305
227 4480 7635
228 3857 7053
229 6885 3325
230 5699 9377
231 4013 9080
232 5961 9219
233 7739 3450
234 4596 4310
235 6478 5648
236 3557 5128
237 5656 6732
238 5329 10554
239 4509 8214
240 6492 4212
241 4734 4049
242 5343 7526
243 6078 8470
244 5405 3696
245 4985 10752
246 6197 9505
247 4022 4363
248 7147 2903
249 5895 4719
250 5470 6523
251 4933 8910
252 5431 5238
253 5965 2509
254 3943 4617
255 6827 3643
256 3652 6034
257 3964 6961
258 7344 4022
259 6922 4252
260 7552 3062
261 5219 8514
262 5299 9869
263 5489 2874
264 4025 7574
265 5955 7623
266 3559 5590
267 5600 6095
268 6057 7642
269 4968 5339
270 5324 2896
271 3868 7089
272 6240 7900
273 4884 3304
274 3374 5671
275 3742 5108
276 5545 4200
277 3531 5472
278 4149 6815
279 3984 5970
280 4942 3761
281 4214 6250
282 3661 7027
283 5505 6006
284 4626 4860
285 5330 8529
286 3614 5305
287 6330 3273
288 4686 7928
289 5624 9357
290 7723 4321
291 7451 3914
292 5798 9941
293 6418 3285
294 5949 8422
295 5501 7876
296 3773 5228
297 6695 5948
298 5149 4744
299 6608 3102
300 6827 5489
301 3454 5268
302 7340 4072
303 5139 6194
304 3919 5219
305 3394 6258
306 4535 6069
307 4999 6194
308 4768 7338
309 4730 6822
310 4911 3724
311 3503 5901
312 3817 4820
313 5211 8788
314 4009 4694
315 4653 4598
316 7138 4161
317 3993 4977
318 5059 3293
319 5750 9332
320 4762 9114
321 4123 5066
322 7564 4365
323 5727 3233
324 7102 5828
325 4203 6997
326 5567 3235
327 7496 3280
328 4665 6133
329 4183 7517
330 4042 6898
331 3406 5820
332 6577 4211
333 5089 8294
334 4845 8428
335 5749 8230
336 5705 6322
337 5435 7935
338 4470 6789
339 5478 8095
340 5601 2883
341 4833 8745
342 3708 4603
343 4825 6664
344 3189 6617
345 5605 5500
346 6343 5192
347 6913 4191
348 4742 3647
349 5328 10164
350 5454 2837
351 6913 4191
352 8119 3780
353 3910 9289
354 3916 5580
355 3159 6482
356 5960 3896
357 7861 3942
358 5660 10010
359 4659 4767
360 3631 5688
361 5610 9254
362 4835 8114
363 5583 6794
364 7268 4328
365 4135 4453
366 4741 4383
367 3774 6440
368 4159 5481
369 7227 2975
370 3138 5313
371 3130 7349
372 7909 4247
373 8290 4150
374 4218 8662
375 6097 9422
376 7358 3896
377 7377 3702
378 5613 5739
379 4075 6111
380 7354 2909
381 5135 4225
382 4173 6204
383 3068 6788
384 4099 4966
385 6140 5459
386 4716 10599
387 4044 5801
388 7805 3575
389 5441 9459
390 5840 7967
391 5550 3978
392 7104 4219
393 4766 5556
394 6193 9764
395 5416 3803
396 4881 2890
397 5869 7165
398 6163 4030
399 4300 6022
400 3603 6093
401 5747 3572
402 5137 5559
403 5237 5132
404 3920 5489
405 4043 3167
406 3769 5030
407 3840 4901
408 4409 2741
409 3448 5196
410 3694 7050
411 3488 5708
412 7002 3200
413 5733 7370
414 4237 4917
415 4051 5260
416 5517 7628
417 3798 7084
418 3912 5196
419 6729 3257
420 4955 9988
421 5914 9889
422 5441 3008
423 4005 5849
424 5716 9540
425 6704 5600
426 4177 6457
427 5530 7983
428 5773 9667
429 5251 4024
430 3774 5691
431 5169 7560
432 4661 7475
433 5038 10119
434 4734 4126
435 4143 7862
436 5684 7017
437 4591 7078
